source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url
,-75.726131,45.40309,123 Stirling Avenue,,,"2-story walk-up in Hintonburg/Mechanicsville. Walk to the Parkdale Farmers Market. Beautifully renovated in 2001. Hardwood, terrazzo flooring. Close to Hintonburg Community Centre, restaurants, retail, and Ottawa River Parkway. Built in the 1970s. Aquired by CCOC in 2001. Read more (http://ccochousing.org/index.php/ccoc_property/123-stirling-avenue/).",123 Stirling Avenue,,,,
,-75.72715,45.402759,277 Carruthers Avenue,,,"2-Story walk-up in Hintonburg/Mechanicsville. Close to the Parkdale Market, the Ottawa River parkway and Hintonburg Community Centre. Shops and restaurants nearby. Built in the 1940s. Aquired by CCOC in 1987.Part of CCOC's Armstrong/Carruthers property. Read more (http://ccochousing.org/index.php/ccoc_property/277-carruthers-2/).",277 Carruthers Avenue,,,,
,-75.712999,45.398292,287 Loretta South,,,Triplex in Centretown. Heritage houses on quiet tree-lined street. Close to shops and restaurants on Bank & Somerset Streets. Built in the 1890s. Aquired by CCOC in 1981.Read more (http://ccochousing.org/index.php/ccoc_property/287-loretta-avenue-south/).,287 Loretta South,,,,
,-75.71301,45.398465,289-293 Loretta Avenue S.,,,Triplex in Centretown. Heritage houses on quiet tree-lined street. Close to shops and restaurants on Bank & Somerset Streets. Built in the 1890s. Aquired by CCOC in 1981.One of two buildings that make up CCOC's Loretta Avenue property. Read more. (http://ccochousing.org/index.php/ccoc_property/289-293-loretta-avenue-south/),289-293 Loretta Avenue S.,,,,
,-75.780526,45.371474,1138 - 1142 Richmond Road,,,"Duplexes in Carlington and the West End. Winner of an Ontario Architects Association Award. Bike to Britannia Beach! Schools, churches and shopping nearby. Close to major transit routes. Built by CCOC in 2005. Part of CCOC's Richmond-Midway-Hartleigh property. Read more.<br> (http://ccochousing.org/index.php/ccoc_property/1138-1140-richmond-road/)",1138 - 1142 Richmond Road,,,,
,-75.78006,45.371523,230-250 Hartleigh,,,"Rowhouses in Carlington and the West End. Winner of an Ontario Architects Association Award. Bike to Britannia Beach! Schools, churches and shopping nearby. Close to major transit routes. Built by CCOC in 2005. Part of CCOC's Richmond-Midway-Hartleigh property. Read more.<br> (http://ccochousing.org/index.php/ccoc_property/230-250-hartleigh-avenue/)",230-250 Hartleigh,,,,
,-75.780242,45.371187,2341-2367 Midway Avenue,,,"Rowhouses in Carlington and the West End. Winner of an Ontario Architects Association Award. Bike to Britannia Beach! Schools, churches and shopping nearby. Close to major transit routes. Built by CCOC in 2005. Part of CCOC's Richmond-Midway-Hartleigh property. Read more.<br> (http://ccochousing.org/index.php/ccoc_property/2341-2367-midway/)",2341-2367 Midway Avenue,,,,
,-75.733352,45.375118,"1134 - 1144 Merivale Road, 1361 - 1373 Mayview Avenue",,,Stacked rowhouses in Carlington and West End. Family friendly housing. Built by CCOC in 2001.  Read more (http://ccochousing.org/index.php/ccoc_property/merivale-mayview/).,"1134 - 1144 Merivale Road, 1361 - 1373 Mayview Avenue",,,,
,-75.698032,45.412626,474-482 Gilmour Street,,,"One of three buildings making up CCOC‰Ûªs Gilmour/Kent property. Heritage home on tree lined street. Close to Bank Street shops, restaurants and services. Read more (http://ccochousing.org/index.php/ccoc_property/gilmour-472-482/).",474-482 Gilmour Street,,,,
,-75.688462,45.411225,111 Catherine Street,,,"Seven-story apartment building in Centretown. Urban living at its finest! Walk or bike everywhere you need to go. Shopping and entertainment at your doorstep on Bank & Elgin Streets. Close to transit, schools, museums and restaurants. A walker's paradise, according to Walk Score.  A non-smoking environment and grounds. Accessible units are available. Read more (http://ccochousing.org/index.php/ccoc_property/111-catherine-street/).",111 Catherine Street,,,,
,-75.689578,45.411105,100-200 Victory Gardens,,,4-storey building in Centretown. Urban living at its finest! Walk or bike everywhere you need to go. Shopping and entertainment at your doorstep. Non-smoking building and grounds. Read more (http://ccochousing.org/index.php/ccoc_property/100-200-victory-gardens/).,100-200 Victory Gardens,,,,
https://www.bruyere.org/en/bv-the-villas,-75.5489138,45.480574,Bruyère Village,,,"These apartments vary from one-bedroom to one-bedroom plus den. The Social Housing Registry of Ottawa determines the application and eligibility of tenants. For more information on the income qualifications for these apartments or to discuss one of the following programs, please call 613-526-2088.","899 Hiawatha Park Rd, Orléans, ON K1C 3B1, Canada",31,,,https://www.bruyere.org/en/bv-the-villas
https://www.torontohousing.ca/our-housing,-79.36272905248530,43.658535960518600,180 Sackville St (Apartment),Family,Toronto Community Housing (TCHC),,180 Sackville St,86,40,46,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=935
,-79.3633655930224,43.65833473677150,180 Sackville St (Townhouses),Family,Toronto Community Housing (TCHC),,"8-22 Sutton Ave, 43-57 St. David St",32,0,32,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=936
,-79.37611034800290,43.65247679258860,60 Richmond Housing Co-op,Family,Cooperative,,60 Richmond St. E.,85,0,47,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=810
,-79.22697372361170,43.74063671358100,Adanac Apartments,Family,Toronto Community Housing (TCHC),,140 Adanac Drive,306,0,302,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=126
,-79.36537274681050,43.652613756214300,Adelaide St. E. (501),Family,Greenwin Inc.,,501 Adelaide St. E.,180,24,156,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=811
,-79.30286534470640,43.69576285828210,Agnes MacPhail,Family,Del Management Solutions,,404-444 Lumsden Avenue,293,0,293,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=63
,-79.54729492281100,43.7217446888308,Albion Shendale,Family,Toronto Community Housing (TCHC),,275 Albion Road,34,0,34,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=47
,-79.40025989169140,43.65067874791550,Alexandra Park Apartments,Seniors,Toronto Community Housing (TCHC),,91 Augusta Avenue,257,0,255,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=121
,-79.34323259273560,43.78037141602130,Allenbury Gardens,Family,Toronto Community Housing (TCHC),,"3, 5, 11, 17, 21 Allenbury Gardens",0,0,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=48
,-79.50058093809550,43.74249678287860,Arleta Manor,Seniors,Toronto Community Housing (TCHC),,7 Arleta Avenue,372,0,365,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=131
,-79.38509971539800,43.671930832347800,Asquith Park ,Family,Toronto Community Housing (TCHC),,40 Asquith Avenue,192,0,71,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=701
,-79.39851616554270,43.649154284354400,Atkinson Co-OP PH1,Family,Cooperative,,41-97 Vanauley St,61,0,61,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=870
,-79.39961518281450,43.65077281283260,Atkinson Co-operative,Family,Cooperative,,39-49 Augusta Avenue (and more),331,0,331,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=32
,-79.28860770286740,43.66980308595370,Balsam Ave. (9-11),Family,Toronto Community Housing (TCHC),,9-11 Balsam Avenue,12,0,9,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=301
,-79.43671096989460,43.671103337335100,Bartlett Ave. (331),Family,Toronto Community Housing (TCHC),,331 Bartlett Avenue,13,0,0,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=695
,-79.40351008676100,43.64451410373500,Bathurst Adelaide,Family,Toronto Community Housing (TCHC),,575 Adelaide Street W.,150,0,43,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=404
,-79.4244024777095,43.70151666288030,Bathurst Eglinton,Family,Toronto Community Housing (TCHC),,790 Eglinton Avenue W.,133,0,104,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=405
,-79.43012272226890,43.718718445098600,Bathurst Place,Seniors,Toronto Community Housing (TCHC),,3036 Bathurst Street,160,0,160,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=197
,-79.41779323788210,43.68064671987300,Bathurst St.(1400),Family,Toronto Community Housing (TCHC),,1400 Bathurst Street,113,0,73,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=490
,-79.30467956995230,43.67416017721370,Beaches Lions Centennial,Seniors,Toronto Community Housing (TCHC),,50 Norway Avenue,43,0,43,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=118
,-79.41550469102060,43.76816907859120,Beecroft Manor,Seniors,Toronto Community Housing (TCHC),,35 Park Home Avenue,283,0,281,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=137
,-79.37135416931560,43.662503184647600,Bessie Luffman,Family,Toronto Community Housing (TCHC),,320 Seaton Street,25,0,25,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=92
,-79.39163476633240,43.65010290742350,Beverley Manor,Seniors,Toronto Community Housing (TCHC),,168 John Street,180,0,180,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=153
,-79.27790354625550,43.73178421767310,Birchmount Eglinton,Family,Del Management Solutions,,1021 Birchmount Road,236,0,236,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=96
,-79.40016496987020,43.635792412075900,Bishop Tutu Blvd. (25),Family,Toronto Community Housing (TCHC),,25 Bishop Tutu Boulevard,162,0,110,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=401
,-79.34177487609890,43.68965509128780,Blair Court,Seniors,Toronto Community Housing (TCHC),,266 Donlands Avenue,254,0,254,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=167
,-79.33941610121370,43.67333927950030,Blake Boultbee,Family,Toronto Community Housing (TCHC),,"30, 40, 50, 60, 70, 80 Blake Street",458,0,458,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=33
,-79.42219027686610,43.685478009900800,Blake Towers,Family,Toronto Community Housing (TCHC),,154 Vaughan Road,51,0,22,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=174
,-79.37419512512130,43.66959735126910,Bleecker Street 1,Family,Greenwin Inc.,,"275, 325, 375 Bleecker Street",955,0,955,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=66
,-79.46075335491400,43.65582084589520,Bloor Keele (44-58),Family,Toronto Community Housing (TCHC),,44 Keele Street,8,0,6,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=408
,-79.25050584568520,43.75522569273700,Brimley Acres,Seniors,Toronto Community Housing (TCHC),,2950 Lawrence Avenue E.,200,0,199,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=107
,-79.35744604294420,43.675162430547500,Broadview Ave. (717),Seniors,Toronto Community Housing (TCHC),,717 Broadview Ave.,69,64,5,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=363
,-79.35948380155950,43.67634238511940,Broadview Manor,Seniors,Toronto Community Housing (TCHC),,80 Danforth Avenue,131,0,130,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=145
,-79.39182918055390,43.71044506120510,Broadway Ave. (133),Family,Toronto Community Housing (TCHC),,133 Broadway Avenue,52,0,43,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=731
,-79.39704558961470,43.71039459217730,Broadway Ave. (28),Family,Toronto Community Housing (TCHC),,28 Broadway Avenue,75,0,56,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=732
,-79.40886587832620,43.66621614926470,Brunswick Howland Albany,Family,Toronto Community Housing (TCHC),,316 Brunswick Avenue,21,0,4,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=410
,-79.2785005795968,43.69373230228780,Byng Towers,Seniors,Toronto Community Housing (TCHC),,3330 Danforth Avenue,194,0,194,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=146
,-79.44879728844650,43.664835372891700,Campbell Antler,Family,Toronto Community Housing (TCHC),,2 Antler Street,100,0,34,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=413
,-79.2814776901774,43.749208105480000,Canlish Road,Family,Toronto Community Housing (TCHC),,"10, 15 Canlish Road",72,0,72,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=16
,-79.5644196895325,43.65286274211260,Capri Road,Family,Toronto Community Housing (TCHC),,7 Capri Road,257,0,237,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=221
,-79.42457937105670,43.66272212926660,Carling Irene,Family,Toronto Community Housing (TCHC),,5 Carling Avenue,9,0,4,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=491
,-79.37822427582750,43.66240459109470,Carlton St. (92),Family,Greenwin Inc.,,92 Carlton St.,110,38,70,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=802
,-79.34252881364980,43.67704040821600,Cavell Harcourt,Family,Toronto Community Housing (TCHC),,60 Cavell Avenue,53,0,29,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=306
,-79.22184326837370,43.75997942552330,Cedarbrae Manor,Seniors,Del Management Solutions,,65 Greencrest Circuit,400,0,400,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=144
,-79.30422284938680,43.71551635498450,Centennial Apartments,Family,Toronto Community Housing (TCHC),,5 Wakunda Place,244,0,244,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=120
,-79.44504125857110,43.73461712718840,Champlain Place,Family,Toronto Community Housing (TCHC),,495 Wilson Avenue,132,0,92,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=207
,-79.33344787724280,43.67992584482140,Chatham Ave. (195-203),Family,Toronto Community Housing (TCHC),,195 Chatham Avenue,12,0,4,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=302
,-79.38550739230200,43.65476781571080,Chestnut Elizabeth,Family,Toronto Community Housing (TCHC),,111 Chestnut Street,144,0,96,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=800
,-79.37881127030150,43.6615012747964,Church Granby,Family,Greenwin Inc.,,389 Church Street,274,0,274,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=214
,-79.37261078966510,43.646864577438300,Church St. (1),Family,Toronto Community Housing (TCHC),,1 Church Street,115,0,48,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=742
,-79.36142057782840,43.81028870413870,Cliffwood Manor,Seniors,Toronto Community Housing (TCHC),,4000 Don Mills Road,397,0,396,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=162
